matcode,title,ref,au,safstk,reorder,ar,desk,ordcst,eoq,lt,safty,auamt,spare,gr,nm,pstock,ind,nsaftystk,specno,matgroup,section,group_b,group_c,group_a,abc,reordqty,unitrate,dwgno
489105,ROLLED SHELL                                 ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489106,SHELL WITH ACCESSORIES                       ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489108,STATOR STACK                                 ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489109,PAPER CUTTING KIT                            ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489110,COIL FORMING                                 ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489111,WINDING                                      ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489112,END CONNECTION                               ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489113,GUSSET KIT                                   ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489200,BALANCED ROTOR                               ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489201,ASSEMBLED ROTOR                              ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489203,WOUND ROTOR                                  ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489209,MACHINED SHAFT                               ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489210,ROTOR STACK                                  ,4500                                ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,NULL,NULL
489211,ROTOR WINDING                                ,4500                                ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,A ,NULL,NULL,NULL
489301,CP ASSEMBLY                                  ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489302,ASSEMBLING KIT FOR  COMPOUNDING PLATE        ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489310,COMPOUNDING PRIMARY                          ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489400,ASSEMBLED ALTERNATOR                         ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489402,DESPATCH KIT                                 ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489407,BUS BAR KIT                                  ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489410,WIRING KIT                                   ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489431,SHORTING CABLES                              ,4500                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489500,READY FOR DESPATCH-4500-1500KVA              ,4500-1500 KVA                       ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,NULL,NULL
490101,WOUND IMPREGNATED  STATOR                    ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490102,WOUND STATOR                                 ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490104,SHELL+STACK+ACCESSORIES(MACHINED)            ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490105,WINDING KIT                                  ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490106,ROLLED SHELL                                 ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490107,STATOR STACK                                 ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490109,PAPER CUTTING KIT                            ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490110,COIL FORMING                                 ,SL225-90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490201,WOUND IMPRGNATED  ROTOR                      ,SL225 -90kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490202,ASSEMBLED BALANCED ROTOR                     ,SL225 -90kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490205,WOUND ROTOR                                  ,SL225 -90kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490211,MACHINED SHAFT                               ,SL 225                              ,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490212,ROTOR STACK                                  ,SL225 -90kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490213,ROTOR WINDING                                ,SL225 -90kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490400,ASSEMBLED ALTERNATOR                         ,SL225 90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490500,READY FOR DESPATCH-SL225 90 kva              ,SL225 90kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491101,WOUND IMPREGNATED  STATOR                    ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491102,SHELL+STACK+ACCESSORIES                      ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491104,WINDING KIT                                  ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491105,ROLLED SHELL                                 ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491107,MS ROD                                       ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491108,STATOR STACK                                 ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491109,PAPER CUTTING KIT                            ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491110,COIL FORMING                                 ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491112,END CONNECTION                               ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491201,BALANCED ROTOR                               ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491202,ASSEMBLED ROTOR                              ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491204,WOUND ROTOR                                  ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491210,MACHINED SHAFT                               ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491211,ROTOR STACK                                  ,4110                                ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,NULL,NULL
491212,ROTOR WINDING                                ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491213,END CONNECTION KIT                           ,4010                                ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,A ,NULL,NULL,NULL
491300,CP ASSEMBLY                                  ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491301,ASSEMBLING KIT FOR  COMPOUNDING PLATE        ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491308,COMPOUNDING SECONDARY                        ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491309,COMPOUNDING PRIMARY                          ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491310,CURRENT TRANSFORMER                          ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Comp.Plate               ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491400,ASSEMBLED ALTERNATOR  4010-900kva            ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491409,BUS BAR KIT                                  ,4010                                ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,NULL,NULL
491500,READY FOR DESPATCH  4010-900kva              ,4010                                ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499101,WOUND IMPREGNATED  STATOR                    ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499102,WOUND STATOR                                 ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499104,SHELL+STACK+ACCESSORIES(MACHINED)            ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499105,WINDING KIT                                  ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499106,ROLLED SHELL                                 ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499107,STATOR STACK                                 ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499109,PAPER CUTTING KIT                            ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499110,COIL FORMING                                 ,SL225-99kva                         ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499112,END CONNECTION                               ,SL225-110kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499201,WOUND IMPRGNATED  ROTOR                      ,SL225 -99kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499202,ASSEMBLED BALANCED ROTOR                     ,SL225 -99kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499205,WOUND ROTOR                                  ,SL225 -99kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499211,MACHINED SHAFT                               ,SL 225                              ,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499212,ROTOR STACK                                  ,SL225 -99kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499213,ROTOR WINDING                                ,SL225 -99kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499400,ASSEMBLED ALTERNATOR                         ,SL225 110kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499500,READY FOR DESPATCH -SL225-110kva             ,SL225 110kva                        ,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499999,REMOTPOT                                     ,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,NULL,NULL
600000,READY FOR DESPATCH- 25 KW TLA                ,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,NULL,NULL
850001,TEST ITEML                                   ,HSJSDJSD                            ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,sdsds     ,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,NULL,NULL
999999,POT                                          ,470                                 ,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,NULL,NULL
S23258,"Key, shaft end                               ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24008,Bracket DE C.I  A3560-4-02                   ,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24058,"cap, outer NDE 6317-103                      ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24060,"cap outer DE C.I ,6322-05                    ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24078,"Cap inner NDE, C.I 6317-104                  ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24093,"Hub, Bearing, A3160-4-300                    ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24105,"Valve, SRG,NDE,6317-105                      ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24107,"Valve, SRG,DE,6322-04                        ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S24358,MACHINED FAN                                 ,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25004,"Cover,Front Part                             ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25024,"cover , Top part                             ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25044,Cover Rear part                              ,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25080,"Cap inner DE, 6322-27                        ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25107,"Louver, Air Inlet                            ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25158,"Grid, Air Outlet                             ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S25255,"Disc, Balancing                              ",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
